sample_id,source_dataset,target_split,annotation_type,label,original_text,perturbed_text,perturbation_types,random_seed,naturalness_1_to_5,semantic_preservation_yes_no,label_preservation_yes_no,reviewer_notes
sv_5edba8e4ed17ddf46591703c,tarudesu/VOZ-HSD,train,weak_ai,HATE,Nó chăm đi quảng cáo thế thì lại đéo ăn đứt thằng Hải,Nó chăm điquảng cáo rứa thì lại đéo ăn đứt thằng Hải,"[""boundary_variation"", ""dialectal_writing""]",3eb2ee61c6280614,,,,
sv_de58682d61f4e69c36e83293,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Vào xem mấy thằng thiểu năng trên mấy group sử việt là hiểu tiềm năng làm phim phóng tác ít thế nào. Có ông vẽ bà triệu theo kiểu mặc giáp, mặt mũi xinh đẹp thì có cả đống thằng inbox ""góp ý"" rằng ko thuần Việt, khuôn mặt phải vẽ thế này thế kia, hãm đcđ","Vào xem mấy thằng thiểu năng trên mấygroup sử việt là hỉu tiềm năng làm phim phóng tác ít thế nào. Có ông vẽ bà triệu theo kiểu mặc giiáp, mặt mũi xinh đẹp thì có cả đống thằng inbox ""góp ý"" rằng ko thuần Việt, khuôn mặt phải vẽ thế này thế kia, hãm đcđ","[""boundary_variation"", ""typographical_noise"", ""phonetic_spelling""]",4304b3287dbeadb4,,,,
sv_c09452d1eb1cc71a062ccb9f,uitnlp/vihsd,train,human,CLEAN,chuẩn bị học tiếng Tàu đi mấy đứa,ch~uẩn bị học tiếng Tàu đii mấy đứa,"[""expressive_lengthening"", ""surface_obfuscation""]",d4b041e4a4b6df3a,,,,
sv_0ac481785963438f067e169f,uitnlp/vihsd,train,human,HATE,sao ngu v bên kia éo chữa hiểu chưa con ngu,sao ngu v bênkia éo chữa hiểu chưaaa con ngu,"[""boundary_variation"", ""intentional_spelling""]",3824092b09f9be17,,,,
sv_aa4b2d1f613e31549cf825c3,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"7 ngày chơi game: phân tích kĩ, tâm huyết, nói chuyện vui vẻ mỗi tội ra video lâu nên unsub. Phê phim: kênh này thích mỗi giọng đọc ấm áp của bạn Sương Mai phổi to. Không xem video giọng đọc khác nên unsub. Draw your brain: kênh tiếng việt hay nhất từng xem, bỏ vì bạn chủ kênh đã mất.","7 ngày chơi game: phân tích kĩ, tâm huyết, nc vui vẻ mỗi tội ra video lâu nên unsub. Phê phim: kênh này thích mỗi giọng đọc ấm áp của bạn Sương Mai phổi to. Hông xem video giọng đọc khác nên unsub. Draw yor brain: kênh tiếng việt hay nhất từng xem, bỏ vì bạn chủ kênh đã mất.","[""phonetic_spelling"", ""typographical_noise"", ""abbreviation_clipping""]",a36434e0b727f41f,,,,
sv_4776685aa17cf8ef369eaf03,uitnlp/vihsd,validation,human,HATE,"đúng là cái dân Bắc Kỳ, tội này là do Đảng cả - ad cho hay :3","eúng là cái dân Bắc Kỳ, tội này là doooo Đảng cả - ad cho hay :3","[""expressive_lengthening"", ""typographical_noise""]",69757e0eef96556d,,,,
sv_6578b617040136f9f66b8440,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Nhiều thằng nghĩ cứ lấy vợ giàu thì toàn bộ tài sản bên nhà vợ là của mình nhỉ.,Nhiều tjằng nghĩ cứ lấy vợ giàu thì toàn bộ tài sản ben nhà vợ là của mk nhỉ.,"[""abbreviation_clipping"", ""typographical_noise"", ""diacritic_variation""]",9bb2fe72d5d5c3bd,,,,
sv_c7e091114ccd4ac8e5fc8615,uitnlp/vihsd,train,human,CLEAN,Ai yêu ib nhé,Ai yêu ib nh-e,"[""diacritic_variation"", ""surface_obfuscation""]",1275c908e4628c29,,,,
sv_0ad9cd9996951a207f036229,tarudesu/VOZ-HSD,train,weak_ai,HATE,Nick 2016 mà viết như mấy thằng trẻ trâu 2k21. Tôi khinh.,Nick 2016 mà viết như mấy thằng trẻ trâu 2k21. Tôi khnh.,"[""typographical_noise""]",c1ea333c60298bea,,,,
sv_24c4cc1c6fd6e448ae774c70,uitnlp/vihsd,train,human,CLEAN,Pyke ?? Is that you ??,Pyle ?? Is that you ??,"[""typographical_noise""]",81cf492058b956cd,,,,
sv_d671e9901ff3cf916acc57aa,uitnlp/vihsd,train,human,CLEAN,Cười xĩu,Cườời xĩu,"[""typographical_noise""]",73243446f52ed10f,,,,
sv_7b351c62c471625937ee7f87,tarudesu/VOZ-HSD,train,weak_ai,HATE,ghét vcl mấy thằng lều báo câu tít kiểu nầy,ghét vcl mấythằng lều báo câu tít kiểu nầy,"[""boundary_variation""]",bc96838b0a38df08,,,,
sv_5c997c4e9b34eef40436c8ae,uitnlp/vihsd,train,human,CLEAN,Sao lại có an vy vậy :v,Sao lại có aan vy vậ_y :v,"[""expressive_lengthening"", ""surface_obfuscation""]",0c7bdb8de22ab99d,,,,
sv_faeb1391d5d69879592fbb65,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Họ đều là vozer hết phải không thím ?,Họ đều là vozer hết phải không thm ?,"[""typographical_noise""]",469a9ddfeae83881,,,,
sv_c008ee4092b04a76dae9c7ae,tarudesu/VOZ-HSD,train,weak_ai,HATE,Mọe cái tư duy đổ lỗi nạn nhân này bệnh vãi. Như truyện chí phèo ấy nhỉ.,Mọe cái tư duy đổ lỗi nạn nhân này bệ_nh vãi. Nhưưư tru yện chí phèo ấy nhỉ.,"[""expressive_lengthening"", ""surface_obfuscation"", ""boundary_variation""]",bb2d9f2dd69d8af6,,,,
sv_c1a778edf262b5d7d01b274a,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,trông có vẻ đẹp phết thím nhỉ,tr.ông có vẻ đẹp phếết thím nhỉ,"[""surface_obfuscation"", ""typographical_noise""]",ad1f75c8c7ff214e,,,,
sv_ecb405c75fc6a946bacf3af2,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Thấy mấy đứa ăn mặc quái dị, đồng chí chỉ cần tặc lưỡi quay mặt chỗ khác là xong, vì chính đồng chí cũng thừa nhận đó là vấn đề cá nhân. Nhưng bức xúc tới mức phải lên mạng than thở, kèm theo nỗi cảm thán về 1 nét riêng của vùng miền khác, thì đúng là hèn mọn đéo tả.","Thấy mấy đứa ăn mặc quái dị, đồng chí chỉ cần tặc lưỡi quay mặt chỗ khác là xong, vì chính đồng chí cũng thừa nhận đó là vấn đề cá nhân. Nhưng bức xúc tới mức phải lên mạng than thở, kèm theo nỗi cảm thán về 1 nét riêng của vùgn miền khác, thì đúng là hèn mọn đéo tả.","[""typographical_noise""]",a6b441c14500ffc6,,,,
sv_698c64fd5186d3ebec1bd499,uitnlp/vihsd,train,human,CLEAN,Cười chay nước mắt. Mà thương em nhiều lắm,Cười chay nước mắt. Mà thương em nhìu lắắ.m,"[""surface_obfuscation"", ""expressive_lengthening"", ""phonetic_spelling""]",c9b9d13f634e1f29,,,,
sv_e6520b9095d64ab7f02bb99f,uitnlp/vihsd,train,human,CLEAN,"Khổ a tao, có cái tên suốt ngày bị lấy.","Khổ a tao, cóóóó cái tên suốt ngày bị lấ.y.","[""expressive_lengthening"", ""surface_obfuscation""]",8f2071426a5c6432,,,,
sv_06c5f8f827b20ef9fee043bf,uitnlp/vihsd,test,human,CLEAN,"tháng nào cũng đi đóng thuế để giải quyêt ngân sách kiểu này đây ,xây tượng góp phần giàu đẹp đất nước còn gì haha","tháng nào cũng đi đóng thuế để giải quyêt ngân sáááách kiểu này đây ,xây tượng góp phần giàu đẹp đất nước còn j haha","[""expressive_lengthening"", ""intentional_spelling""]",8a88de90265f2354,,,,
sv_d0546ff1bd5bd396cbfb7745,tarudesu/VOZ-HSD,train,weak_ai,HATE,Mày chảnh chứ nó chảnh qq,Mày chnh chứ nóó chảnh qq,"[""expressive_lengthening"", ""typographical_noise""]",21244b591d9112ca,,,,
sv_b3f8aeba0e4ca80891d61467,tarudesu/VOZ-HSD,train,weak_ai,HATE,thằng ranh con bố láo đến lương tao captain đội 1 còn đ được như vậy,thằng ranh con bố láo đến lương tao cap tain đội 1 còn đ được như vậy,"[""boundary_variation""]",9d3fba30e4e27a9d,,,,
sv_29daf67a64e55a351697da91,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Ăn lạ miệng thôi chứ mấy miến bò khô hay heo gác bếp nướng lên tí nhậu ngon hơn.,Ăn lạ miệng tôi chứ mấy miến bò khô hay heo gác bếp nướng lên tí nhậu ngon hơn.,"[""typographical_noise""]",da6bdde1c53989e6,,,,
sv_02e54ce6f2e71a1620e01ca1,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,2 vc này trẻ mà đủ bệnh nhỉ?,2 vc này trẻ mà đủ bnh nhỉ?,"[""typographical_noise""]",399b0bc44f88b8c8,,,,
sv_20cb10411e13a15b2dd07e32,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"nếu được vậy cũng đỡ đó fen , chứ không thì sẽ nhiều người thất nghiệp cũng tội","nếu được vậy cũng đỡ đó fen , chứ không thì sẽ nhiều người thất nghiệp cx tội","[""intentional_spelling""]",3196fc2975052d89,,,,
sv_0f1d7809ab8bfd44691e44f8,tarudesu/VOZ-HSD,train,weak_ai,HATE,bớt xạo l đi mài.,bớt xạo l đi mwàài.,"[""expressive_lengthening"", ""typographical_noise""]",40bda840ff81fe70,,,,
sv_45c0a5b78ff6bd8a98e84011,uitnlp/vihsd,train,human,CLEAN,hẳn là qua thái ăn mì tôm :((,h-ẳn là qua táhi ăn mì tôm :((,"[""surface_obfuscation"", ""typographical_noise""]",e6d8def2f11d18bc,,,,
sv_4582a822d19347bb2f7d6751,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Đây là con dân của cái thứ dân tộc súc sinh, mạt hạn, làm chó cho thằng putin mà lũ nga vàng tung hô đây à","Đây là con dân của cái thứ dân tộc súc sinh, mạt hạn, làm chó cho thằng putin mà.ààà lũ nga vàng tung hô đây à","[""expressive_lengthening"", ""surface_obfuscation""]",808278e39b1acf77,,,,
sv_3257fee08783a576eec79fb9,tarudesu/VOZ-HSD,train,weak_ai,HATE,Mấy thằng mod cứ ban vô tội vạ đọc bài này mà lấy đó làm gương nhé. Trong voz nhiều thằng máu lạnh điên khùng lắm,Mấy thằng mod cứ ban vô tội vạ đọc bài này màà lấy đó làm gương nhé. Trong voz nhiều thằng máu lạnh đ.iên khùng lắm,"[""expressive_lengthening"", ""surface_obfuscation""]",757c6ee19a4c427c,,,,
sv_42d040b470ba6c28eb008238,uitnlp/vihsd,validation,human,CLEAN,Ăn tết đúng cách,Ăn tết đúng cá-ch,"[""surface_obfuscation""]",99f2f250ff93f188,,,,
sv_460d3f78031814eb35be0ee5,uitnlp/vihsd,train,human,CLEAN,Không sợ cor corona,Kôôông sợ cor corona,"[""typographical_noise"", ""expressive_lengthening""]",84cc920aad5326e8,,,,
sv_526f0f64e8a5894bf3d90669,uitnlp/vihsd,train,human,CLEAN,Mặc dù em đéo có người yêu nhưng vẫn thấy anh nói đúng vlon 😪,Mặc dù em đéo có người yêu nhưng vẫn thyấ anh nóiii đúng vlon 😪,"[""expressive_lengthening"", ""typographical_noise""]",49642616ec814eff,,,,
sv_e40cd33dd1441db9dbfe9aa1,tarudesu/VOZ-HSD,train,weak_ai,HATE,Thằng Khựa trước đã có 1 bài bàn chán chê về thiếu hụt tàu đổ bộ nữa cơ. Nên cái đài loan thèm nhỏ dãi bao năm vẫn đéo đụng đc 1 cái đảo nhỏ nữa là. Riêng về hải quân thì tàu chưa đủ tuổi đi so. Cái đống tsb đấy mà ko có đủ hậu cần và kiếm lại lợi ích thu quyền lực về thì nó rút ngân sách cho trắng máu chứ chả đùa.,Thằng Khựa trước đã có 1 bài bàn chán chê về thiếu hụt tàu đổ bộ nữa cơ. Nêêêên cái đài loan thèm nhỏ dãi bao năm vẫn đéo đụgn đc 1 cái đảo nhỏ nữa là. Riêng về hải quân thì tàu chưa đủ tuổi đi so. Cái đống tsb đấy mà ko có đủ hậu cần và kiếm lại lợi ích thu quyền lực về thì nó rút ngân sách cho trắng máu chứchả đùa.,"[""boundary_variation"", ""typographical_noise"", ""expressive_lengthening""]",e696c1cd1e5982d5,,,,
sv_5886b31083cece254ff0e22a,uitnlp/vihsd,train,human,CLEAN,Chưa bao giờ đọc cái gì mà nó buồn cười như thế này :)))),Chưaaa bh đọc cái gì mà nó buồn cười như thế này :)))),"[""expressive_lengthening"", ""context_dependent""]",ffa80739ee1f67c4,,,,
sv_62fffffab48017e2943a59e0,uitnlp/vihsd,train,human,HATE,Ngứa dái chưa kkkkk,Ngứa dái chyaaa kkkkk,"[""intentional_spelling"", ""typographical_noise""]",8e50b87198095101,,,,
sv_5ddbd75b84916ec0a5421d68,tarudesu/VOZ-HSD,train,weak_ai,HATE,Thằng loz ĐM đá ngu vcc. Chuyền đéo gì vậy.,Thằằng loz DM đá ngu vcc. Chuyền đéo gì zậy.,"[""intentional_spelling"", ""typographical_noise"", ""diacritic_variation""]",3700987431c027cd,,,,
sv_a2f25e11d4a302f25ca47979,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"cái haaland có là tính clutch vô lý vcc ra, mang tính tâm linh nên tôi không chứng minh được, nói thế nào cũng dễ bị bash. Tôi thấy haaland có vấn đề nào quá lớn đâu nhỉ? Dứt điểm khỏi nói, tốc độ sức mạnh thể lực quá khủng, bước 1 khá gọn nhưng không tốt như đồng đội mc. Xử lý 1v2 thì phải tùy vào tình huống bóng ra sao chứ, người nó to như con voi thì làm sao đòi hỏi vượt qua 3 4 thằng phạm vi hẹp như vini hay mbappe được? Ngược lại thì haaland có khả năng vừa làm tường, vừa tiềm tàng đe dọa ở 2/3 cuối sân, rất nhiều quả mf mc chuyền khó vcl mà nó vẫn nhảy vào ghi bàn được. So thì phải so với mấy bọn target man mới đúng chủ đề, ro béo là mẫu complete striker mà, nên thoạt nhìn sẽ thấy có nhiều tác dụng cho team hơn (với lại béo thời trẻ là độc nhất, quá hoàn hảo từ mới 19 tuổi, nên không nên so). 1 điều tôi chắc chắn là adriano thời prime có cc so nổi với haaland, tất cả mọi thứ đều thua kém cu haaland, từ kĩ thuật đến tâm lý","cái haaland có là tính clutch vô lý vcc ra, mang tính tâm linh nên tôi hông chứng minh được, nói thế nào cũng dễ bị bash. Tôi thấy haaland có vấn đề nào quá lớn đâu nhỉ? Dứt điểm khỏi nói, tốc độ sức mạnh thể lực quá khủng, bước 1 khá gọn nhưng không tốt như đồng đội mc. Xử lý 1v2 thì ohải tùy vào tình huống bóng ra sao chứ, người nó to như con voi thì làm sao đòi hỏi vượt qua 3 4 thằng phạm vi hẹp như vini hay mbappe được? Ngược lại thì haaland có khả năng vừa làm tường, vừa tiềm tàng đe dọa ở 2/3 cuối sân, rất nhiều quả mf mc chuyền khó vcl mà nó vẫn nhảy vào ghi bàn được. So thì phải so với mấy bọn target man mới đúng chủ đề, ro béo là mẫu complete striker mà, nên thoạt nhìn sẽ thấy có nhiều tác dụng cho team hơn (với lại béo thời trẻ làà độc nhất, quá hoàn hảo từ mới 19 tuổi, nên không nên so). 1 điều tôi chắc chắn là adriano thời prime có cc so nổi với haaland, tất cả mọi thứ đều thua kém cu haaland, từ kĩ thuật đến tâm lý","[""expressive_lengthening"", ""typographical_noise"", ""phonetic_spelling""]",6130bd984e27ca21,,,,
sv_d2b3a4a973d316395e458d4b,uitnlp/vihsd,train,human,CLEAN,Ma ong nay hai thiet,Ma ongnaaaay hai thiet,"[""expressive_lengthening"", ""boundary_variation""]",dd2301e7c97cb8aa,,,,
sv_4f1388b935502e0f84f03168,uitnlp/vihsd,train,human,HATE,"Xàm ghê, có miến ziên nào chết liền , tự nhiên so sánh với Lisa","Xàm g.hê, có miến ziên nào chet liền , tự nhiên so sánh vs Lisa","[""abbreviation_clipping"", ""diacritic_variation"", ""surface_obfuscation""]",26e9a98f4ffc4f3e,,,,
sv_19c4a7b523572415764d39b1,tarudesu/VOZ-HSD,train,weak_ai,HATE,Phim như cc.,Phmi nhưư cc.,"[""expressive_lengthening"", ""typographical_noise""]",3de5f9a111e46406,,,,
sv_b58dff98776b744266a2ba8d,tarudesu/VOZ-HSD,train,weak_ai,HATE,Chém ngay lập tức. Móa ăn mặc vô văn hóa.,Chém ngay lập tức. Móa ăn m~ặc vô văn hóaaaaa.,"[""expressive_lengthening"", ""typographical_noise"", ""surface_obfuscation""]",4cbd69b9677e4ec7,,,,
sv_367c2a4f2e8407c6fcae2a45,tarudesu/VOZ-HSD,train,weak_ai,HATE,mấy thanh niên cứ nghĩ con kia là gái nhà lành mới sợ xem cái clip nó nc với thằng Tuấn thì ko khác j mấy con phò nát đâu,mấy thanh niên cứ nghĩ con kia là gáinhà lành mới sợ xem cái clip nó nc với thằng Tuấn thì ko khác j mấy con phò nát đâu,"[""boundary_variation""]",42b25dbaae9ed5d7,,,,
sv_301797b406ba224016583927,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Múc lộn gì thím. Em nhìn kỹ là nó múc cho ngta mấy khách khác luôn mà bê cho khách khác rồi tới em sau bê ra em còn hỏi ủa nhầm hả anh sao mà ít dữ vậy?,Múc lộn gììì thím. Em nhìn kỹ là nó múc cho ngta mấy khách khác luôn mà bê cho khách khác rồi tới em sau bê ra em còn hỏi ủa nhầm hả anh sao mà ít dữ vậy?,"[""expressive_lengthening""]",c57b00a8ac3f0536,,,,
sv_cf11f1520d850801530cc76a,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Kinh tế thì như cc, công nhân thất nghiệp tràn lan, điện còn éo có, lãi vẫn cao chót vót, quả bom trái phiếu hơn năm nữa lại nổ. Tầm này có gà mới hay đáo hạn thì cũng chỉ là cái cớ để chúng nó ụp bô lấy thanh khoản thôi. 1k1 éo mua 800 lấy cc gì bán","Kinh tế thì như cc, công nhân thất ngh iệp tràn lan, điện còn éo có, lãi vẫn cao chót vót, quả bom trái phiếu hơn năm nữa lại nổ. Tầm này có gà mới hay đáo hạn thì cung chỉ là cái cớ để chúg nó ụp bô lấy thanh khoản thôi. 1k1 éo mua 800 lấy cc gì bán","[""typographical_noise"", ""boundary_variation"", ""diacritic_variation""]",93c0c8ff42a68e8a,,,,
sv_20595e88d29ad33930a8639c,tarudesu/VOZ-HSD,train,weak_ai,HATE,comment toàn người bình thường như anh và tôi chứ chuyên môn con mịa gì. Nói thể chất bằng học sinh cấp 2 là ngáo đá. Trước giờ Việt thua kĩ chiến thuật nữa chứ đâu phải chỉ thể chất. Nói chung thua cũng có nhưng không đến nổi xạo lol như mấy comment trên. Anh đừng nghe mấy thằng lol Hàn Nhật thượng đẳng.,comment toàn người bình thường như anh và tôi chứ chuyên môn con mịịịịa gì. Nói thể chất bằng học sinh cấp 2 là ngáo đá. Trước giờ Việt thua kĩ chiến thuật nữa chứ mô phải chỉ thể chất. Nói chung thua cũng có nhưng không đến nổi xạo lol như mấy comment trên. Anh đừng nghe mấy thằng lol Hàn Nhật thượng đẳng.,"[""expressive_lengthening"", ""dialectal_writing""]",b5308cf66f3056ed,,,,
sv_839a3839dc55a5a723c3a379,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Ptit đâu,Ptit mô,"[""dialectal_writing""]",b475d4b69c03b34b,,,,
sv_1eab783c2d1de1a2db6a924e,tarudesu/VOZ-HSD,train,weak_ai,HATE,Nói chung nát như này phần nhiều lũ quan chức ăn ngập mặt bỏ qua nhiều lỗi thì có ngày này thôi .,Nói chung nát như này phần nhiiều lũ quan chức ăn ngập mặt bỏ qua nhìu lỗi thì có ngày này thôi .,"[""expressive_lengthening"", ""phonetic_spelling""]",bab01f9a0e0fa3d8,,,,
sv_817e93d22ecc6017aa5592b8,uitnlp/vihsd,train,human,CLEAN,chỉ uoc,chii uoc,"[""diacritic_variation"", ""expressive_lengthening""]",94257c80bf014895,,,,
sv_da281981401b0c5c7d785282,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Thành quả cả đấy,Thàh quả cả đấy,"[""typographical_noise""]",53a4ab52e50abfdf,,,,
sv_2db4f214d288c8ae77900073,uitnlp/vihsd,train,human,CLEAN,Hợp ní,Hợợợợp ní,"[""expressive_lengthening""]",8bedf5198ef0bea0,,,,
sv_14c9a8b072dc61bf050bf00a,uitnlp/vihsd,test,human,CLEAN,👍😆,👍👍👍👍👍👍😆,"[""expressive_lengthening""]",a12ea91f0e301172,,,,
sv_aea28f75155dc0f2afa8cf76,uitnlp/vihsd,train,human,HATE,"Tan Levan Vì chúng ta ăn bám. Phá hoại nước mỹ. Chúng ta làm sấu mặt nước mỹ gần 50 năm.
Nên mỹ chán nó bỏ thôi.","Tan Levan Vì chúng taaa ăn bám. Phá hoại nước mỹ. Chúng ta làm sấu mặtnước mỹ gần 50 năm.
Nên mỹ chán nó bỏ thui.","[""phonetic_spelling"", ""expressive_lengthening"", ""boundary_variation""]",51b2873b07724e87,,,,
sv_087de9e77ce13fd9c6f9143e,uitnlp/vihsd,train,human,CLEAN,Bọn bạn sau khi tỉnh,Bọn fen sau khi tỉnh,"[""slang_lexical""]",2a6b556673e0faae,,,,
sv_187e9a05e64cb064fc79192c,tarudesu/VOZ-HSD,train,weak_ai,HATE,Ngu thì im. Tông đít auto sai nhưng tông đít thằng cùng làn chứ đéo ai tính tông đít 1 tk từ làn khác.,Ngu thì im. Tông đít auto sai nhưng tông đít thằng cùng làn chứ đéo ai tính tông đíít 1 tk từ làn khác.,"[""expressive_lengthening""]",33fd12425d9837dc,,,,
sv_8d5f56525036213d71b26ce8,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Vàng vẩu thì mơ đi nhé,Bàng vẩuthì mơ đi nhé,"[""typographical_noise"", ""boundary_variation""]",bd0532acd713454f,,,,
sv_220cd8458ce4de3ce5d91b65,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Đm cđm giờ như đám hồng vệ binh, nhiệt tinh + ngu dốt = phá hoại","Đm cđm giờ như đám hồng vệ binh, nhiệt tinh + ngu dốt = pháááá hoại","[""expressive_lengthening""]",4c025860f483a0d9,,,,
sv_69bb6ce6caac8042c754e6b4,uitnlp/vihsd,train,human,HATE,Dù ai nói ngã nói nghiêng đỷ này vẫn xạo lồn như xưa,Dù ai noi ngã nói nghiêng đỷ này vẫn xạo lồn nhưư xưa,"[""expressive_lengthening"", ""diacritic_variation""]",4d67b04ab27d4ba6,,,,
sv_97cbe4e1bd4348103b7e1091,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Thủ công thì cast.còn công nghiệp thì chịu,Thủ công thì cast.còn công nghiệp thì chịuuuu,"[""expressive_lengthening""]",7f4e127a351b8bbd,,,,
sv_2161521d8afd90a3df048688,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Có ton tặt chứ thưởng Tết 6 tháng lương. Toàn bọn nghe hơi nồi chõ lại đi đơm đặt lung tung, đéo có việc gì làm thì cũng ngồi yên cho thiên hạ thái bình.","Có ton tặt chứ thưởng Tết 6 tháng lương. Toàn bọn nghe hơi nồi iii chõ lại đi đơm đặt lung tung, đéo có việc gì làm thì cũng ngồi yên cho thiên hạ thái bình.","[""expressive_lengthening"", ""boundary_variation""]",93ec4689d528e744,,,,
sv_05c8c81dd58f7d765a483bda,tarudesu/VOZ-HSD,train,weak_ai,HATE,"thằng cổ nâu h chơi thêm trò nhét chữ vào mồm à, t có thống kê chó đâu mà m lôi ra đc 90% hay thế.","thằng cổ nâu h chơi thêm trò nhét chữ vào mồm à, t có thong kê chó đâu mà m lôi ra đc 90% hay thế.","[""diacritic_variation""]",aa6bd0f9935fb737,,,,
sv_b3bbbc5c61ca60610ee22d5a,uitnlp/vihsd,train,human,CLEAN,addf e vs cụ tổ ơi :v,adf e vs cụ tổ ơi :v,"[""typographical_noise""]",54b4c97e0591b245,,,,
sv_e5839e0ac1ddd2f3772f0339,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Anh nói cái gì cơ? Tôi gọi @Rapper Wowy. vào đốt nhà bây giờ,Anh nói cáái gì cơ? Tôi gọi @Rapper Wowy. vào đốt nhà bg,"[""expressive_lengthening"", ""context_dependent""]",ae4cccc0ca764dab,,,,
sv_190dd0394b8d9c818ec848e0,uitnlp/vihsd,train,human,CLEAN,Coi zui gần chết,Coooi zui gần chết,"[""expressive_lengthening""]",01163d62b2cfa02d,,,,
sv_097e996c6bfe99dba351e253,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Thằng Anh có suy giảm ảnh hưởng thì có thể nó sẽ thành ngang hàng nhau, kiểu mỗi thằng cắm ở 1 châu lục. Còn bảo ""nhất"" thì chắc khi nào bọn Jew thổ tả chiếm luôn mẽo quốc thì may ra, nhưng một mẽo quốc thổ tả đầy tối màu éo có ai cản thì có khi Jew cũng sẽ bị bọn tối màu đè ra thịt ấy chứ.","Thằng Anh có suy giảm ảnh hưư ởng thì có thể nó sẽ thành ngang hàng nhau, kiểu mỗi thằng cắm ở 1 châu lục. Còn bảo ""nhất"" thì chắc khi nào bọn Jew thổ tả chiếm luôn mẽo quốc thì may ra, nhưng một mẽo quốc thổ tả đầy tối màu éo có ai cản thì có khi Jew cũng sẽ bị bọn tối màu đè ra thịt ấy chứ.","[""expressive_lengthening"", ""boundary_variation""]",00c40cf016ec91f1,,,,
sv_51b6e43e7d90e31de37e0e1a,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Ko phải mà là con milona, bảo các bác lãnh đạo hói đầu do xem sẽ nhiều, bị phạt 10 củ. Phát ngôn max ngu.","Ko phải mà là con milona, bảo các bác lãnh đạo hói đầu do xem sẽ nhiều, bị phạt 10 cu. Phát ngôn max ngu.","[""diacritic_variation""]",3a6a1acdbea24b0f,,,,
sv_b79dfc3f73c84b7d84208958,uitnlp/vihsd,train,human,CLEAN,Tóc em càng dài càng quắn anh thế thôi ha ha :((,Tóc em càng dài càng quắn anh rứa thôi ha ha :((,"[""dialectal_writing""]",4152d27af119ab85,,,,
sv_fa864c8863a03338139e6f03,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Thôi đừng cãi nhau với mấy thằng vừa cùn vừa ngu. Mệt người, thím kệ mẹ nó đi","Thôiđừng cãi nau với mấy thằng vừa cùn vừa ngu. Mệt người, thím kệ mẹ nó đi","[""typographical_noise"", ""boundary_variation""]",6880a56fadec0ee7,,,,
sv_1a12f6f99b191eabf959252a,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Vấn đề quan trọng nhất vẫn là làm thế nào để đưa nhà ở xã hội đến đúng tay của người cần đến chứ không phải tạo ra bao nhiêu dự án nữa. Vì có tạo ra bao nhiêu dự án thì vẫn không đến tay người cần đến thì tất cả các con số chỉ nằm trên báo cáo cho đẹp. Thành tích thì có mà hiệu quả thì vẫn là không.,Vấn đề quan trọng nhất vẫn là làm thế nào để đưa nhà ở xã hội đến đúng tay của người cần đến chứ không phải tạo ra bao nhiêu dự án nữa. Vì có tạo ra bao nhiêu dự án thì vẫn hổng đến tay người cần đến thitat cả các con số chỉ nằm trên báo cáo cho đẹp. Thành tích thì có mà hiệu quả thì vẫn là không.,"[""dialectal_writing"", ""boundary_variation"", ""diacritic_variation""]",0d985fd714f462d3,,,,
sv_5330d0b41987dbb2d1ea010e,uitnlp/vihsd,train,human,CLEAN,Mỹ Duyên t kể chuyện gì dạ 😏,Mỹ Duyên t kể chuyện j dạ 😏,"[""intentional_spelling""]",3b6dd569abc9be48,,,,
sv_6210031f0a0c9b2cb3d52722,uitnlp/vihsd,validation,human,HATE,đù má thùng rỗng kêu to,đù má tùng rỗ~ng kêu to,"[""surface_obfuscation"", ""typographical_noise""]",bf4fcf54f4cf36c5,,,,
sv_81534427c0d0a21f5fc93a74,tarudesu/VOZ-HSD,train,weak_ai,HATE,Đánh bỏ mẹ nó đi.,Đánh bỏ mẹẹẹẹ nó đi.,"[""expressive_lengthening""]",4c398c02abb42043,,,,
